0,776368
1,76593
2,2165184
3,388918
4,2198916
5,536935
6,1384199
7,579135
8,874794
9,278035
10,299003
11,3978
12,244362
13,15106
14,69119
15,6978
16,44615
17,8512
18,2055
20,6153
21,1854
22,372
23,223
24,2815
28,74
29,4
